"created_at","text"
2020-03-27,"live ny gov cuomo provides latest coronavirus updates"
2020-03-27,"while new cases of covid in italy showed some signs of slowing last week let us not delude ourselves that we can loosen the containment measures silvio brusaferro president of the italian institute of health said"
2020-03-27,"live us house debating t coronavirus relief bill vote upcoming"
2020-03-27,"thread coronavirus updates friday march a cent total cases worldwide surpass a cent british pm johnson and uk health sec matt hancock test positive a cent of africaa cent s countries report cases a cent us house to vote on relief bill"
2020-03-27,"new uk health sec matt hancock says he has tested positive for coronavirus follows announcement that uk pm johnson has also tested positive"
2020-03-27,"at least health workers in italy have died of the coronavirus as of friday and the number is rising rapidly according to the italian federation of doctors"
2020-03-27,"global coronavirus cases top"
2020-03-27,"uk pm johnson tests positive for coronavirus and is self isolating with mild symptoms"
2020-03-27,"us house members are racing back to washington dc amid the coronavirus outbreak because leaders fear at least one republican member will demand a recorded vote friday"
2020-03-26,"with at least coronavirus cases recorded the us now has more cases than any other nation including china"
2020-03-26,"coronavirus outbreak diverts us navy aircraft carrier to guam all aboard to be tested"
2020-03-26,"the dow closes thursday with a gain just over points despite recordbreaking unemployment claims amid the coronavirus pandemic"
2020-03-26,"us coronavirus cases now surpass with deaths highest state case totals a cent new york a cent new jersey a cent california a cent washington a cent florida a cent louisiana a cent michigan as of pm et march"
2020-03-26,"live ny gov cuomo provides latest coronavirus updates"
2020-03-26,"coronavirus updates a cent cases deaths globally a cent cases in us deaths a cent million americans file for unemployment a cent senate passes massive stimulus package"
2020-03-26,"thread coronavirus updates march global coronavirus death toll tops"
2020-03-26,"senate passes t coronavirus aid package"
2020-03-26,"more than employees between different bostonarea hospitals have tested positive for coronavirus according to nbc boston"
2020-03-25,"california residents file for unemployment amid coronavirus pandemic officials say"
2020-03-25,"live us senate considers t coronavirus relief bill herea cent s whata cent s in it"
2020-03-25,"coronavirus cases in us now surpass with deaths highest state case totals a cent new york a cent new jersey a cent california a cent washington a cent louisiana a cent michigan a cent illinois as of pm et march"
2020-03-25,"new italya cent s death toll from coronavirus surpasses with another deaths recorded since tuesday civil protection agency spokesperson says there are almost total confirmed cases in the country"
2020-03-25,"update a look at what is being funded in the new t coronavirus bill that is making its way through the us congress"
2020-03-25,"renowned dominican fashion designer jenny polanco died in the dominican republic after she had been diagnosed with coronavirus public health minister says"
2020-03-25,"thread coronavirus updates wednesday march a cent cases globally deaths a cent spain's death toll surpasses china a cent prince charles tests positive a cent white house us senate reach deal on t coronavirus spending bill"
2020-03-25,"spain's coronavirus death toll surpasses china as health officials report new deaths wednesday bringing the total to"
2020-03-25,"britain's prince charles has tested positive for the coronavirus and has mild symptoms but otherwise remains in good health clarence house says"
2020-03-25,"white house and senate leaders reached agreement on a massive t coronavirus spending bill aimed at alleviating the economic impact of the outbreak"
2020-03-25,"miami mayor francis suarez still under quarantine nearly weeks after he tested positive for covid announced tuesday that the city will be enacting a shelterinplace order"
2020-03-25,"live california gov newsom provides update on coronavirus response"
2020-03-25,"us milestone on coronavirus spread new cases reported in one day"
2020-03-24,"white house coronavirus coordinator dr birx instructs anyone who has been in new york recently to selfquarantine for days aoeyou may have been exposed before you left new yorka"
2020-03-24,"live nbcnews special report white house coronavirus task force briefing"
2020-03-24,"one the people who died was a person under the age of los angeles co public health director says a devastating reminder that covid infects people of all ages"
2020-03-24,"new orleans is an epicenter of coronavirus mardi gras could be to blame doctors say as of tuesday afternoon new orleans had of louisiana's cases of coronavirus and of the state's deaths"
2020-03-24,"under emergency protocols approved tuesday fda will allow doctors across the us to begin using plasma donated by coronavirus survivors to treat patients who are critically ill with the virus"
2020-03-24,"playwright terrence mcnally has died at age due to complications from coronavirus his publicist says"
2020-03-24,"live florida gov desantis gives latest updates on coronavirus outbreak"
2020-03-24,"president trump says he wants to ease coronavirus restrictions by april despite caution from health experts"
2020-03-24,"coronavirus cases in us surpass with deaths highest state case totals a cent new york a cent new jersey a cent california a cent washington a cent florida a cent louisiana a cent michigan a cent illinois a cent georgia"
2020-03-24,"president trump says he wants to ease coronavirus restrictions by april despite caution from health experts"
2020-03-24,"harvard president larry bacow and his wife adele tested positive for the coronavirus he announced in a statement"
2020-03-24,"coronavirus deaths in the us as of am et march there have been deaths highest us state death totals a cent in new york a cent in washington a cent in california a cent in louisiana a cent in georgia"
2020-03-24,"latest as of am et march nbc news has confirmed coronavirus cases in the us"
2020-03-24,"indian pm modi orders day lockdown of the country starting at midnight local time"
2020-03-24,"tokyo olympics postponed over coronavirus concerns japanese pm abe announces"
2020-03-24,"an ice skating rink in madrid will become a makeshift morgue for coronavirus victims as the spanish death toll reaches a city hall spokesperson says"
2020-03-24,"thread coronavirus updates tuesday march egypt announces a twoweek nighttime curfew for million people to slow the spread of the new coronavirus"
2020-03-23,"live nyc mayor de blasio provides updates on the coronavirus outbreak"
2020-03-23,"british pm johnson on monday has unveiled strict new measures aimed at limiting people's movements amid fears that the british health service may be overwhelmed by coronavirus unless the spread is slowed"
2020-03-23,"watch live pm boris johnson makes a statement on coronavirus as the uk faces the prospect of a lockdown"
2020-03-23,"for second time in two days major coronavirus relief bill fails to pass key procedural vote in us senate"
2020-03-23,"total number of confirmed coronavirus deaths in england reaches"
2020-03-23,"march pm et us update a cent total us coronavirus cases a cent highest us state case totals new york new jersey washington california illinois michigan florida louisiana texas corrects includes michigan"
2020-03-23,"more than coronavirus cases have now been reported worldwide who says aoethe pandemic is acceleratinga"
2020-03-23,"latest as of am et march there are confirmed coronavirus cases in the us and deaths"
2020-03-23,"new coronavirus cases in new york state gov cuomo announces bringing state total to representing more than half of all us cases hospitalization rate of"
2020-03-23,"the us federal reserve said monday it will launch a barrage of programs aimed at helping markets function more efficiently in the wake of the coronavirus crisis"
2020-03-23,"this week it is going to get bad the us surgeon general says of coronavirus spread as many people are not following guidance to stay at home"
2020-03-23,"spain's death toll from the growing coronavirus pandemic has now topped only three days after its number of deaths hit"
2020-03-23,"saudi arabia imposes nationwide curfew amid coronavirus epidemic"
2020-03-23,"thread coronavirus updates monday march iran recorded more than new coronavirus cases in the past hours on monday as the country struggles to contain the spread"
2020-03-23,"australia and canada are pulling out of the olympics due to coronavirus concerns"
2020-03-23,"canadian olympic cmte and paralympic cmte announce they will not send teams to olympic and paralympic games in summer if events are not postponed due to coronavirus pandemic"
2020-03-22,"key procedural vote for major coronavirus relief bill fails to pass us senate in vote needed votes for measure to proceed"
2020-03-22,"president trump announces he will activate the federal national guard to assist washington california and new york a of the states hit hardest by the coronavirus pandemic"
2020-03-22,"live texas gov abbott provides update on coronavirus outbreak in state"
2020-03-22,"number of coronavirus cases in new york has risen to nearly"
2020-03-22,"sen rand paul has tested positive for covid according to his twitter account aoehe is feeling fine and is in quarantine he is asymptomatic and was tested out of an abundance of caution due to his extensive travel and eventsa"
2020-03-22,"live ny gov cuomo provides latest update on coronavirus outbreak in state"
2020-03-22,"spain has reported new coronavirus deaths bringing the total to country's health officials said sunday"
2020-03-22,"coronavirus latest a cent number of cases worldwide surpasses with more than total deaths a cent more than m americans are on virtual lockdown a cent china ends day streak of reporting no new cases after people test positive"
2020-03-22,"vp pence and second lady karen pence test negative for coronavirus"
2020-03-21,"live florida gov desantis holds briefing on coronavirus outbreak"
2020-03-21,"italy reports death toll from coronavirus has risen to up from friday the number of coronavirus cases in the country also shot up by since friday to a total of officials say"
2020-03-21,"nbc news has reviewed letter from nyu medical langone hospital which says that capacity to test for covid at labs in the region remains critically limited and nyu has told staff testing of covid was to be restricted to hospitalized patients only"
2020-03-21,"the new us economic emergency package to combat the coronavirus pandemic could total more than t president trumpa cent s top economic adviser larry kudlow says"
2020-03-21,"coronavirus cases in new york state now top with more than new cases since friday gov cuomo says"
2020-03-21,"latest as of am et march there are confirmed coronavirus cases in the us and deaths"
2020-03-21,"coronavirus latest a cent at least m americans are under virtual lockdown a cent more than confirmed cases around the world a cent china gives first covid vaccine to volunteers local media reports"
2020-03-20,"nbcchicago a member of vp pence's staff has tested positive for coronavirus the vice president's office says"
2020-03-20,"nbcchicago confirmed cases of coronavirus in new york city dead mayor de blasio announces we are now the epicenter of this crisis"
2020-03-20,"nbcchicago california coronavirus cases double in days to over"
2020-03-20,"andrea mitchell remembers our nbc news colleague who has died from covid"
2020-03-20,"italy coronavirus latest a cent cases more than thursday a cent deaths more than thursday a cent recovered more than thursday"
2020-03-20,"live nbc news special report white house coronavirus task force briefing"
2020-03-20,"as of am et march there are confirmed coronavirus cases in the us and deaths"
2020-03-20,"tax day in the us is being pushed back until july while the nation copes with the effects of the coronavirus treasury sec mnuchin announced friday"
2020-03-20,"us state dept in response to significant worldwide challenges related to the covid pandemic the department of state is temporarily suspending routine visa services at all us embassies and consulates"
2020-03-20,"larry edgeworth a beloved nbc news colleague and the guy you wanted by your side no matter where you were has died after testing positive for coronavirus"
2020-03-20,"thread coronavirus updates march a cent cases in us worldwide a cent death toll in spain climbs above a cent dr fauci americans will likely need to stay home for aoeat least several weeksa"
2020-03-20,"china has taken the highly unusual move of exonerating a doctor who was reprimanded for warning about the coronavirus outbreak and later died of the disease"
2020-03-20,"nbcnews live join us now for an nbcnews special report on the coronavirus pandemic"
2020-03-20,"nbcnews live join us now for an nbcnews special report on the coronavirus pandemic"
2020-03-20,"join us tonight for an nbcnews special report on the coronavirus pandemic"
2020-03-20,"live los angeles county health officials provide the latest developments on the coronavirus outbreak"
2020-03-19,"new orleans saints coach sean payton tests positive for coronavirus"
2020-03-19,"live nyc mayor de blasio provides latest coronavirus updates"
2020-03-19,"ap nbcnews the cannes film festival set to be held in may has been postponed due to the coronavirus organizers say thursday"
2020-03-19,"ap nbcnews nyc mayor de blasio says there are now coronavirus cases in the city and deaths a cent cases in brooklyn a cent in queens a cent in manhattan a cent in the bronx a cent in staten island"
2020-03-19,"ap nbcnews italy has overtaken china as the country with the most deaths reported due to the coronavirus outbreak registering fatalities"
2020-03-19,"ap us state dept is expected to raise the global travel advisory to level the highest level warning americans against traveling abroad amid the coronavirus pandemic two officials with knowledge tell nbcnews"
2020-03-19,"ap president trump is pushing federal health officials to fast track potential treatments for the coronavirus during a press briefing thursday trump mentioned three treatments under investigation"
2020-03-19,"ap us hospitals and medical professionals are asking for in direct financial assistance from congress to respond to the coronavirus pandemic with some hospitals already running short of supplies for patients and health care workers"
2020-03-19,"ap latest as of am et march there are coronavirus cases in the us and deaths up from cases and deaths from same time on march"
2020-03-19,"palace says prince albert of monaco tests positive for coronavirus ap"
2020-03-19,"italy ordered the army to move bodies from a northern town at the center of the coronavirus outbreak where funeral services have been overwhelmed as the government prepared to prolong emergency lockdown measures across the country"
2020-03-19,"coronavirus latest a cent cases globally in countries cases in us a cent italy extends lockdown as death toll surges a cent up to uk military personnel to go on standby"
2020-03-19,"thread coronavirus updates thursday march up to uk military personnel to go on standby amid coronavirus outbreak"
2020-03-19,"nytimesworld chinaa cent s national health commission on thursday reported no new domestic cases of coronavirus for the first time since the global health pandemic began"
2020-03-19,"china has reported no new local coronavirus infections in the previous day nytimesworld"
2020-03-19,"president trump has signed the coronavirus aid bill into law white house says"
2020-03-18,"more than people in new york have tested positive for coronavirus city hall announced wednesday night more than double what had been reported just hours earlier"
2020-03-18,"rep mario diazbalart first member of congress to test positive for coronavirus"
2020-03-18,"live washington gov inslee gives updates on the coronavirus outbreak"
2020-03-18,"at least more people who had tested positive for coronavirus in and around seattle have died bringing that local death toll to authorities said wednesday"
2020-03-18,"livea nbc news nowa answers your questions on the coronavirus outbreak"
2020-03-18,"nbcnews new york stock exchange to temporarily close its trading floor and move to fully electronic trading starting on monday march due to the coronavirus cnbc"
2020-03-18,"nbcnews the majority of children infected with the coronavirus experience mild to moderate symptoms although a small percentage have severe complications according to a study published monday"
2020-03-18,"nbcnews us senate passes coronavirus relief bill that would provide for free coronavirus testing paid family and sick leave food assistance and unemployment benefits measure goes to president trump's desk a larger aid package is expected to follow"
2020-03-18,"nbcnews the majority of children infected with the coronavirus experience mild to moderate symptoms although a small percentage have severe complications according to a study published monday"
2020-03-18,"nbcnews trump admin has suspended refugee admissions until april due to the coronavirus outbreak us state dept spokesperson says"
2020-03-18,"nbcnews staff members who worked while sick at multiple longterm care facilities contributed to the spread of covid among vulnerable elderly in the seattle area federal health officials said wednesday"
2020-03-18,"nbcnews general motors ford and fiat chrysler agree to partially shut down factories due to the coronavirus pandemic the united auto workers union says"
2020-03-18,"us treasury dept would be asking congress for b in direct payouts for taxpayers as part of a t stimulus package to combat the economic effects of the coronavirus pandemic according to a proposal obtained by nbcnews"
2020-03-18,"president trump says he is invoking the defense production act to mobilize us private production capacity to combat the coronavirus outbreak hud suspending all foreclosures and evictions until the end of aprila"
2020-03-18,"us navy comfort and mercy will not deploy to treat covid patients but will be made available to assist with treatment of other patients in coastal locations where local health professionals are necessarily focused on a large number of covid cases"
2020-03-18,"president trump says us dept of housing and urban development hud is aoesuspending all foreclosures and evictions through the end of april in response to coronavirus outbreak"
2020-03-18,"president trump says he is invoking the defense production act to expand us response to coronavirus outbreak"
2020-03-18,"gov cuomo announces new york now has coronavirus cases in the state an increase of from tuesday of the cases are in new york city"
2020-03-18,"live nbcnews special report white house coronavirus task force briefing"
2020-03-18,"new york gov cuomo president trump is dispatching the hospital ship usns comfort to help new york city with coronavirus medical infrastructure response"
2020-03-18,"live ny gov cuomo provides latest coronavirus updates"
2020-03-18,"belgium became the fourth european nation to enter into a nationwide lockdown on wednesday joining italy france and spain in imposing drastic measures to limit transmission of the coronavirus"
2020-03-18,"as of am et march there are confirmed coronavirus cases in the us and deaths"
2020-03-18,"nyc mayor de blasio calls for military assistance as city faces the coronavirus crisis says any decision to impose a aoeshelterinplacea order can only be made in agreement with the state but that idea should be aoeconsidered seriously starting todaya"
2020-03-18,"coronavirus latest a cent cases globally deaths a cent us and european nations continue to install measures aimed to stop the spread of coronavirus a cent italy further tightens restrictions on residents leaving home"
2020-03-18,"britain's th annual glastonbury festival cancelled amid coronavirus outbreak"
2020-03-18,"thread coronavirus updates wednesday march number of coronavirus cases has now topped across the globe johns hopkins univ says"
2020-03-18,"msnbc us citizenship and immigration services said tuesday it is suspending inperson services at its field and asylum offices and application support centers over concerns about the spread of the coronavirus illness covid"
2020-03-18,"new york city mayor de blasio tells msnbc that there are now coronavirus cases in the city alone and people have died it is unbelievable how rapidly this crisis is growing right now"
2020-03-18,"nbcnews bbcbreaking cnbc nevada gov steve sisolak on tuesday has ordered a statewide closure of casinos table games and gaming machines for days to help fight the spread of the coronavirus"
2020-03-18,"nbcnews bbcbreaking cnbc us senate majority leader mcconnell has said that the senate would move at warp speed to pass coronavirus legislation but sen paul is slowing down the effort leadership sources tell nbcnews"
2020-03-18,"nbcnews bbcbreaking cnbc kansas public school children will be out of class for the remainder of the school year the governor announced tuesday in an effort to combat the spread of the coronavirus illness covid"
2020-03-17,"nbcnews bbcbreaking faa says tower at chicago's midway airport is closed after 'several' air traffic controllers test positive for covid cnbc"
2020-03-17,"nbcnews bbcbreaking nba star kevin durant is among the nets players who tested positive for covid"
2020-03-17,"nbcnews bbcbreaking coronavirus death toll in the us reaches west virginia reports its first case in the state meaning the virus has now been confirmed to have reached all us states"
2020-03-17,"nbcnews bbcbreaking brooklyn nets players test positive for coronavirus team says"
2020-03-17,"nbcnews bbcbreaking more than people in the us have now tested positive for the coronavirus"
2020-03-17,"nbcnews uk chancellor rishi sunak promises unprecedented package of a bn to support companies during coronavirus pandemic with more if needed bbcbreaking"
2020-03-17,"nbcnews the white house announced tuesday that it wants to give americans checks in order to combat the economic devastation many will feel amid the coronavirus outbreak aoewe are looking at sending checks to americans immediately"
2020-03-17,"live nbc news special report white house coronavirus task force briefing"
2020-03-17,"nbcnews gov cuomo says expert projections expect peak of coronavirus cases in ny in days cuomo says state will need hospital beds and icu beds at projected peak and state currently has hospital beds and icu beds"
2020-03-17,"nbcnews as of am et march there are confirmed coronavirus cases in the us and deaths a up from cases and deaths yesterday details"
2020-03-17,"live ny gov cuomo gives latest coronavirus updates"
2020-03-17,"euro championship postponed over coronavirus sweden and norway's soccer authorities say"
2020-03-17,"the th kentucky derby will be rescheduled from may to sept due to coronavirus concerns"
2020-03-17,"thread coronavirus updates tuesday march the olympic torch relay will kick off in japan on march according to plan the head of the tokyo organizing committee said tuesday"
2020-03-17,"coronavirus updates as of monday march cases deaths worldwide recoveries countries and territories with cases world map us map perday charts"
2020-03-17,"breaking ohio gov dewine says state health director will order polls closed for tuesday's primary citing coronavirus pandemic"
2020-03-17,"coronavirus updates as of monday march cases deaths worldwide recoveries countries and territories with cases world map us map perday charts"
2020-03-17,"coronavirus death toll rises to in the us on monday evening"
2020-03-16,"nascar announced monday that it would be postponing all its races until at least the beginning of may in order to abide by government guidelines designed to prevent the spread of coronavirus"
2020-03-16,"amazon announced monday that it was opening full and parttime positions as delivery demands increase and the public begins to limit their movements to slow the spread of coronavirus"
2020-03-16,"french president macron on monday ordered stringent restrictions on people's movement that would last at least two weeks to slow the spread of the coronavirus and said the army would help move the sick to hospitals we are at war"
2020-03-16,"us researchers gave the first shot to the first person in a test of an experimental coronavirus vaccine monday a leading off a worldwide hunt for protection even as the pandemic surges"
2020-03-16,"live nyc mayor de blasio gives latest coronavirus updates"
2020-03-16,"pennsylvania gov wolf announced monday that he would order all nonessential businesses and services across the state to shut down as part of the effort to slow the spread of coronavirus"
2020-03-16,"nbcnews white house releases new coronavirus guidance including the recommendation to avoid gatherings of people"
2020-03-16,"live nbcnews special report white house coronavirus task force provides updates on covid outbreak in the us"
2020-03-16,"texas rep louie gohmert is holding up thea us housepassed coronavirus relief billa and preventing it from being delivered to the senate for a vote"
2020-03-16,"italy announces nearly coronavirus cases total dead the number of cases rose by more than from the day before italy's civil protection dept chief says nearly more people died"
2020-03-16,"bbcafrica g leaders' statement we express our conviction that current challenges related to the covid pandemic need a strongly coordinated international approach based on science and evidence consistent with our democratic values and utilizing the strengths of private enterprise"
2020-03-16,"nbcnews ny gov cuomo announces new coronavirus cases in new york bringing the state total to the highest case total in the nation"
2020-03-16,"nbcnews italy's government announces plans to spend b euros to tackle growing coronavirus epidemic"
2020-03-16,"nbcnews us supreme court says it will delay oral arguments in light of the coronavirus outbreak first time the court has disrupted its own operations since the spanish flu epidemic of"
2020-03-16,"live nbcnews special report dow plummets points monday amid continuing global coronavirus concerns"
2020-03-16,"nbcnews mgm resorts will close all of its las vegas properties due to concerns over the coronavirus pandemic the hotel chain announced sunday"
2020-03-15,"live nyc mayor de blasio gives latest coronavirus updates"
2020-03-15,"nbcnews update new york city schools will be closed due to coronavirus concerns"
2020-03-15,"live nbc news special report president trump vp pence and white house task force hold press briefing on the coronavirus outbreak"
2020-03-15,"live nbc news special report vp pence and white house task force hold press briefing on the coronavirus outbreak"
2020-03-15,"nbcnews illinois gov jb pritzker ordered restaurants to close to dinein customers for the rest of march as authorities attempt to slow the spread of coronavirus"
2020-03-15,"the us now has more than reported cases of coronavirus according to nbcnews tallies there have been at least coronavirusrelated deaths in the us"
2020-03-15,"as of am et there are confirmed coronavirus cases in the us and deaths"
2020-03-15,"americans aoeshould be prepared that theya cent re going to have to hunker down significantly more than we as a country are doinga to fight the covid outbreak dr fauci says if you let the curve get up there then the entire society is going to be hita"
2020-03-15,"georgia election officials are postponing the statea cent s march presidential primaries until may over fears of coronavirus corrects date"
2020-03-14,"president trump tests negative for coronavirus white house says"
2020-03-14,"spanish pm sanchez declares a state of emergency over coronavirus pandemic and confirms that the country will be under lockdown as it copes with the spread of the disease"
2020-03-14,"france is shutting down all restaurants cafes cinemas and nonessential retail shops as the coronavirus continues to spread french prime minister edouard philippe has announced grocery stores and similar public services will remain open"
2020-03-14,"spain's coronavirus death toll rises to on saturday up from on friday public broadcaster tve says"
2020-03-14,"nbcnews has asked every us state health department how they are handling testing for coronavirus read our guide for information about each state"
2020-03-14,"live president trump vp pence and other officials speak at white house coronavirus task force news conference saturday"
2020-03-14,"nbcnews has asked every us state health department how they are handling testing for coronavirus read our guide for information about each state"
2020-03-14,"president trump expects to add uk and ireland to us travel ban for europe amid coronavirus pandemic"
2020-03-14,"president trump says he has been tested for coronavirus and he is awaiting the results of the test"
2020-03-14,"live president trump vp pence and other officials speak at white house coronavirus task force news conference saturday"
2020-03-14,"as of saturday march am et there are confirmed coronavirus cases in the us and deaths"
2020-03-14,"coronavirus latest for saturday march a cent us house approves coronavirus aid bill sends to senate a cent cases reported in us at least deaths a cent more than cases reported worldwide more than total deaths"
2020-03-14,"house passes coronavirus aid package in a bipartisan vote after democrats and the trump admin reached a deal that includes free testing paid emergency leave and other resources intended to help stem the crisis and stabilize financial markets"
2020-03-14,"house approves the families first coronavirus response act after a marathon day of negotiations sends bill to senate"
2020-03-13,"update coronavirus cases in the us surpassed friday a twofold increase since tuesday majority of the cases are in states california massachusetts new york washington there have been deaths"
2020-03-13,"president trump says he will most likely be tested for coronavirus not because he was photographed next to a brazilian official who tested positive he asserts but because i think i will do it anyway"
2020-03-13,"afp cnbcnow dow soars to a gain of points after president trump declared a national emergency and held a news conference to announce new actions to combat coronavirus"
2020-03-13,"live nbcnews special report president trump expected to declare a national emergency to allow more direct relief for coronavirus response"
2020-03-13,"france reports deaths from coronavirus afp"
2020-03-13,"live speaker pelosi delivers statement on the coronavirus bill"
2020-03-13,"europe is now the epicenter of the global coronavirus outbreak who director says"
2020-03-13,"louisiana became the first state friday to postpone an election due to the coronavirus outbreak saying it will push back its april primary until june"
2020-03-13,"afp italy's coronavirus infections soar by more than and virusrelated deaths hit biggest singleday jump of ap"
2020-03-13,"eiffel tower in paris to close due to coronavirus concerns afp"
2020-03-13,"cases of the new coronavirus are ramping up in africa with six new countries announcing confirmed infections in the past hours across africa of the continent's countries have now registered covid cases"
2020-03-13,"pm johnson has postponed may's local and mayoral elections in england for a year due to the coronavirus outbreak"
2020-03-13,"french pres macron after g leaders call we agreed to organize an extraordinary leaders summit by videoconference on monday on covid we will coordinate research efforts on a vaccine and treatments and work on an economic and financial response"
2020-03-13,"these are the most critical days we have in the fight against coronavirus la mayor garcetti says we will look back on this period and this will be the makeorbreak days"
2020-03-13,"president trump plans to declare a national emergency today to allow more direct relief for coronavirus response"
2020-03-13,"spain has declared a state of emergency for the next days to better combat the coronavirus pm pedro sanchez said friday"
2020-03-13,"mayor walsh boston marathon postponed until sept due to coronavirus concerns"
2020-03-13,"thread coronavirus updates friday march the masters tournament the augusta national womena cent s amateur and the drive chip and putt national finals have been postponed due to coronavirus concerns"
2020-03-13,"nbcnews reuters michigan gov whitmer in order to slow the spread of covid in michigan i am ordering the closure of all k school buildings to students starting monday march until sunday april"
2020-03-13,"nbcnews sophie gracgoire trudeau wife of canadian pm trudeau has tested positive for coronavirus pm trudeau is not showing any symptoms but will stay in isolation for days pm's office says reuters"
2020-03-13,"nbcnews walt disney world resort in florida and disneyland paris resort will close through the end of the month over fears of the spread of coronavirus"
2020-03-12,"nbcnews the church of jesus christ of latterday saints commonly known as the mormon church announced thursday that it was suspending public gatherings worldwide due to the coronavirus pandemic"
2020-03-12,"nbcnews san francisco unified school district says it is closing schools to students for weeks beginning monday due to coronavirus concerns"
2020-03-12,"nbcnews houston independent school district in texas says it will close all schools and district offices beginning friday due to coronavirus concerns and plans to resume classes march as of now"
2020-03-12,"nbcnews arsenal our london colney training centre has been closed after head coach mikel arteta received a positive covid result this evening"
2020-03-12,"nbcnews mayor de blasio declares a state of emergency in new york city in response to coronavirus outbreak"
2020-03-12,"disneyland in california to close friday through the end of the month due to coronavirus spokesperson tells nbcnews"
2020-03-12,"wall street recorded more major losses thursday amid the ongoing economic fallout from the coronavirus pandemic"
2020-03-12,"mayor de blasio declares a state of emergency in new york city in response to coronavirus outbreak"
2020-03-12,"latest confirmed us coronavirus cases"
2020-03-12,"new york gov cuomo has announced thursday that the state will ban all gatherings of or more people due to coronavirus"
2020-03-12,"nhl says it will pause its season beginning with tonight's games due to coronavirus"
2020-03-12,"president trump says thursday that it is a possibility that the administration could impose travel restrictions within the us to limit exposure to the coronavirus if certain areas get too hot"
2020-03-12,"dr fauci on availability of coronavirus tests in the us especially for medical workers the idea of anybody getting it easily the way people in other countries are doing it we are not set up for that do i think we should be yes but we are not"
2020-03-12,"major league soccer has suspended match play for days due to coronavirus pandemic"
2020-03-12,"pga tour says its events across all tours will currently proceed as scheduled but will do so without fans in response to coronavirus pandemic this is a difficult situation one with consequences that impact our players fans and the communities in which we play"
2020-03-12,"live dr fauci and dr redfield testify about coronavirus before a us congress hearing"
2020-03-12,"international exchange programs that involve travel to and from countries with heightened travel advisories will be paused in response to the coronavirus outbreak us state dept says"
2020-03-12,"cnbc the white house and capitol building are being closed to the public in response to the coronavirus outbreak officials say"
2020-03-12,"thread coronavirus updates thursday march stock markets continue with sharp declines thursday due to coronavirus impacts"
2020-03-12,"live nbcnews special report dow opens amid ongoing declines over coronavirus impacts and concerns"
2020-03-12,"new tom hanks and rita wilson have tested positive for coronavirus"
2020-03-12,"breaking nba suspends its season after a player on the utah jazz preliminarily tests positive for coronavirus"
2020-03-12,"watch president trump's full address to the nation on the coronavirus pandemic response including his announcement of suspension of travel from europe"
2020-03-12,"breaking president trump suspends all travel from europe to the us for next days amid the growinga coronavirusa outbreak the uk and americans who have been screened will be exempt from the restrictions"
2020-03-12,"live nbcnews special report president trump addresses the nation on coronavirus pandemic"
2020-03-12,"live nbcnewsnow is answering your questions about the coronavirus pandemic"
2020-03-11,"ncaa announces all basketball tournaments including march madness will not allow spectators due to coronavirus outbreak concerns"
2020-03-11,"live ny gov cuomo provides latest coronavirus updates"
2020-03-11,"world health organization declares coronavirus outbreak a pandemic"
2020-03-11,"china reported more deaths from coronavirus bringing the total on the mainland as of wednesday morning local time to according to the country's national health commission"
2020-03-11,"us coronavirus cases top on tuesday night"
2020-03-10,"coachella festival postponed to october due to coronavirus"
2020-03-10,"dr anthony fauci warns that coronavirus infections will be coming to areas of the us that have not yet been hit by the outbreak we would like the country to realize that as a nation we can not be doing the kinds of things we were doing a few months ago"
2020-03-10,"live the white house coronavirus task force provides latest updates on coronavirus outbreak in the us"
2020-03-10,"the coronavirus death toll in italy now stands at the chief of italy's civil protection authority says the total number of cases in the country is now in total people have been tested for the coronavirus there"
2020-03-09,"live president trump speaks at coronavirus task force briefing on covid outbreak in the us"
2020-03-09,"italian prime minister announces that the coronavirus containment measures introduced this weekend for the north of italy will be applied to the whole country asks people in the country to avoid travel unless they have an emergency"
2020-03-09,"new israeli pm netanyahu says anyone entering the country from abroad including citizens would be isolated for days due to coronavirus this is a tough decision but it is essential to maintain public health a and public health precedes everything"
2020-03-09,"markets around world plunging monday as oil price war adds to coronavirus fears dow set to open with another sharp decline around points year treasury yield was pushed to an alltime historic low of by early morning"
2020-03-09,"bnp paribas open tennis tournament in california says the tournament will not take place at this time due to coronavirus concerns"
2020-03-09,"dow futures tumble points as oil price war adds to coronavirus stress"
2020-03-08,"dow futures tumble points as oil price war adds to coronavirus stress"
2020-03-08,"italy's coronavirus death toll rises to after authorities announce another deaths the largest daily rise in reported fatalities in the country since the outbreak began"
2020-03-08,"the italian government on sunday took the most drastic measures yet to try and stop the rapid spread of the coronavirus locking down the entire lombardy region in the north of the country including milan and more than a dozen other provinces"
2020-03-07,"death toll from coronavirus rises to in italy as the country tries to contain the outbreak centered in the lombardy region which includes milan"
2020-03-07,"new york governor declares a state of emergency after the number of known coronavirus cases in the state jumps to"
2020-03-07,"hotel used for coronavirus quarantine collapses in china trapping government officials say"
2020-03-06,"live vp pence gives latest updates on the coronavirus"
2020-03-06,"sxsw festival has been cancelled due to coronavirus"
2020-03-06,"global coronavirus cases reach"
2020-03-06,"us economy added jobs in february in what economists predict could be a calm before the storm amid the coronavirus crisis"
2020-03-06,"live vp pence and washington gov inslee hold briefing on coronavirus"
